,Const. No.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency
2267,167,M JAGADEESH,Independent,34,0,34,0.02,Tirupati
2268,167,THOTA PRAKASH BABU,Independent,33,1,34,0.02,Tirupati
2269,167,SURYA NARAYANA SYDAM,Independent,28,1,29,0.01,Tirupati
2270,167,GURRALA BALAKRISHNA,Independent,72,0,72,0.04,Tirupati
2271,167,NOTA,None of the Above,1218,63,1281,0.66,Tirupati
2272,69,KOLIKAPUDI SRINIVASA RAO,Telugu Desam,99157,1562,100719,54.91,Tiruvuru (SC)
2273,69,NALLAGATLA SWAMY DAS,Yuvajana Sramika Rythu Congress Party,77873,972,78845,42.99,Tiruvuru (SC)
2274,69,LAKKEPOGU VANDANA KUMAR,Bahujan Samaj Party,600,24,624,0.34,Tiruvuru (SC)
2275,69,LAM THANTIYA KUMARI,Indian National Congress,1306,23,1329,0.72,Tiruvuru (SC)
2276,69,CHILAPARAPU VENKATESWARA RAO,Bharatha Chaitanya Yuvajana Party,97,2,99,0.05,Tiruvuru (SC)
2277,69,BOLLIPOGU NAGARAJU,Jana Vaahini Party,44,1,45,0.02,Tiruvuru (SC)
2278,69,SEELAM RAJA,Liberation Congress Party,40,0,40,0.02,Tiruvuru (SC)
2279,69,KURAPATI KRISHNAIAH,Independent,47,0,47,0.03,Tiruvuru (SC)
2280,69,KORLAPATI RAVEENDRABABU,Independent,85,0,85,0.05,Tiruvuru (SC)
2281,69,KOLIKAPOGU VENKATA RAO,Independent,90,0,90,0.05,Tiruvuru (SC)
2282,69,BIMALA ANUSHA,Independent,114,0,114,0.06,Tiruvuru (SC)
2283,69,MEHAR BABA VASAM,Independent,199,0,199,0.11,Tiruvuru (SC)
2284,69,NOTA,None of the Above,1174,10,1184,0.65,Tiruvuru (SC)
2285,35,KARRI NOOKARAJU,Bahujan Samaj Party,804,1,805,0.42,Tuni
2286,35,GELAM SRINIVASARAO,Indian National Congress,1908,15,1923,1.02,Tuni
2287,35,DADISETTI RAJA,Yuvajana Sramika Rythu Congress Party,81295,734,82029,43.3,Tuni
2288,35,DIVYA YANAMALA,Telugu Desam,95836,1370,97206,51.31,Tuni
2289,35,YADALA RAMAKRISHNA,Reforms Party of India,498,1,499,0.26,Tuni
2290,35,SIVA VADABOYINA,Communist Party of India (Marxist-Leninist) (Liberation),232,0,232,0.12,Tuni
2291,35,SATISH DUTHURTHI,Dalita Bahujana Party,390,0,390,0.21,Tuni
2292,35,ADI VENKATA SATYANARAYANA VEGI,Independent,301,1,302,0.16,Tuni
2293,35,KONA RAMAKRISHNA,Independent,1177,2,1179,0.62,Tuni
2294,35,TAMARANA APPARAO,Independent,1006,0,1006,0.53,Tuni
2295,35,BODAPATI SRINIVASARAO,Independent,439,1,440,0.23,Tuni
2296,35,NOTA,None of the Above,3416,18,3434,1.81,Tuni
2297,123,ANIL KUMAR REDDY SOMU,Indian National Congress,2492,20,2512,1.25,Udayagiri
2298,123,KAKARLA SURESH,Telugu Desam,99727,1810,101537,50.54,Udayagiri
2299,123,KRAKUTURU PUSHPANJALI,Bahujan Samaj Party,958,20,978,0.49,Udayagiri
2300,123,MEKAPATI RAJAGOPAL REDDY,Yuvajana Sramika Rythu Congress Party,90983,933,91916,45.75,Udayagiri
2301,123,NALLAPANENI VENKATESWARLU,Pyramid Party of India,333,7,340,0.17,Udayagiri
2302,123,PAIDI MANOHAR,Radical Party of India (Ambedkarist),77,1,78,0.04,Udayagiri
2303,123,KETHIREDDY KRISHNA KUMAR REDDY,Independent,90,0,90,0.04,Udayagiri
2304,123,CHERUKURI VENUGOPAL,Independent,81,1,82,0.04,Udayagiri
2305,123,CHEJARLA SUBBA REDDY,Independent,87,1,88,0.04,Udayagiri
2306,123,DONTHIREDDY NARASIMHA REDDY,Independent,63,0,63,0.03,Udayagiri
2307,123,DR. MULA VENKATA RAMANA REDDY,Independent,86,2,88,0.04,Udayagiri
2308,123,RAMESH DUDDUKURU,Independent,148,1,149,0.07,Udayagiri
2309,123,RAVIPATI SAMBAIAH,Independent,324,0,324,0.16,Udayagiri
2310,123,LEKKALA KONDAIAH,Independent,169,1,170,0.08,Udayagiri
2311,123,VINJAM SRIKANTH,Independent,405,0,405,0.2,Udayagiri
2312,123,NOTA,None of the Above,2063,9,2072,1.03,Udayagiri
2313,60,KANUMURU RAGHU RAMA KRISHNA RAJU (R R R),Telugu Desam,115942,960,116902,59.8,Undi
2314,60,PENMETSA VENKATA LAKSHMI NARASIMHA RAJU (P.V.L),Yuvajana Sramika Rythu Congress Party,59521,604,60125,30.76,Undi
2315,60,MALLIPUDI SHARMILA,Bahujan Samaj Party,1137,3,1140,0.58,Undi
2316,60,VENKATA GOPALA KRISHNAM RAJU VEGESNA,Indian National Congress,1142,15,1157,0.59,Undi
2317,60,ALLURI SATISH CHANDRA KUMAR,Pyramid Party of India,112,2,114,0.06,Undi
2318,60,KADIYAM SURIBABU,Nationalist Janshakti Party,95,0,95,0.05,Undi
2319,60,RAVI VARMA MUDUNDI,Akhil Bharatiya Jan Sangh,111,0,111,0.06,Undi
2320,60,SIVA RAMA RAJU .P,Neethi Nijayithi Party,169,0,169,0.09,Undi
2321,60,V V SIVA RAMA RAJU (KALAVAPUDI SIVA),All India Forward Bloc,13107,153,13260,6.78,Undi
2322,60,KUNAPARAJU VENKATA KRISHNAM RAJU,Independent,109,0,109,0.06,Undi
2323,60,PREMAKUMAR DIDLA (YENDAGANDI PREMJI),Independent,117,0,117,0.06,Undi
2324,60,SIVA GAJULA (KOLAMURU SIVA),Independent,185,0,185,0.09,Undi
2325,60,SATEESH RAJU DANDU,Independent,381,0,381,0.19,Undi
2326,60,NOTA,None of the Above,1597,10,1607,0.82,Undi
2327,63,PATHAPATI HARI KUMARA RAJU,Indian National Congress,3100,30,3130,1.71,Ungutur
2328,63,PUPPALA SRINIVASA RAO (VASU BABU),Yuvajana Sramika Rythu Congress Party,63472,477,63949,35.02,Ungutur
2329,63,BUNGA YESU,Bahujan Samaj Party,1297,5,1302,0.71,Ungutur
2330,63,DHARMARAJU PATSAMATLA,Janasena Party,107915,979,108894,59.63,Ungutur
2331,63,PEDAPUDI DHARMARAJU,Jatiya Jana Sena Party,638,5,643,0.35,Ungutur
2332,63,PERUMALLA MURALI KRISHNA,Pyramid Party of India,224,0,224,0.12,Ungutur
2333,63,POTLA DHARMARAJU,Navarang Congress Party,1066,4,1070,0.59,Ungutur
2334,63,ASEERWADAM NEKURI,Independent,223,0,223,0.12,Ungutur
2335,63,NALLAMELLI SHANKARA RAO,Independent,299,1,300,0.16,Ungutur
2336,63,PUTTA KUMAR,Independent,237,0,237,0.13,Ungutur
2337,63,PUPPALA SRINIVASA RAO (VASU BABU),Independent,256,1,257,0.14,Ungutur
2338,63,BATHU NAGESWARA RAO (NAGARAJU),Independent,287,2,289,0.16,Ungutur
2339,63,NOTA,None of the Above,2093,12,2105,1.15,Ungutur
2340,149,ANKE THIPPESWAMY,Bahujan Samaj Party,3828,4,3832,1.97,Uravakonda
2341,149,PAYYAVULA KESHAV,Telugu Desam,100550,1496,102046,52.46,Uravakonda
2342,149,Y. MADHUSUDHAN REDDY,Indian National Congress,4485,44,4529,2.33,Uravakonda
2343,149,Y. VISWESWARA REDDY,Yuvajana Sramika Rythu Congress Party,79746,596,80342,41.3,Uravakonda
2344,149,KURUBA CHINNAKKA,All India Kisan Janatha party,353,2,355,0.18,Uravakonda
2345,149,B. PAVAN KUMAR,Bharatha Chaitanya Yuvajana Party,155,3,158,0.08,Uravakonda
2346,149,YARRANNA GARI RAMANJINEYALU,Jai Bharat National Party,176,1,177,0.09,Uravakonda
2347,149,KARANAM BHARANGI MOHANDAS,Independent,177,1,178,0.09,Uravakonda
2348,149,V. CHANDRASEKHAR REDDY,Independent,293,0,293,0.15,Uravakonda
2349,149,K. DAMODAR REDDY,Independent,228,0,228,0.12,Uravakonda
2350,149,VISWESWARAIAH,Independent,469,0,469,0.24,Uravakonda
2351,149,NOTA,None of the Above,1900,15,1915,0.98,Uravakonda
2352,89,ASHOK BABU VARIKUTI,Yuvajana Sramika Rythu Congress Party,72155,746,72901,42.18,Vemuru (SC)
2353,89,ANANDA BABU NAKKA,Telugu Desam,93671,1251,94922,54.92,Vemuru (SC)
2354,89,GORIKAPUDI STEEVEN,Bahujan Samaj Party,674,7,681,0.39,Vemuru (SC)
2355,89,BURAGA SUBBA RAO,Indian National Congress,1651,13,1664,0.96,Vemuru (SC)
2356,89,KATTAPOGU VIJAYAKUMAR,Pyramid Party of India,74,1,75,0.04,Vemuru (SC)
2357,89,TAMANAM BHUSHANAM,Samajwadi Party,74,0,74,0.04,Vemuru (SC)
2358,89,DURU BHAGYA RAJU,Jai Bharat National Party,131,1,132,0.08,Vemuru (SC)
2359,89,PAMULA VIJAYA KUMARI,Liberation Congress Party,39,0,39,0.02,Vemuru (SC)
2360,89,YALLAMATI SYAM PRASAD,Jaibhim Rao Bharat Party,52,1,53,0.03,Vemuru (SC)
2361,89,RAVEENDRABABU JADA,Jatiya Jana Sena Party,53,0,53,0.03,Vemuru (SC)
2362,89,KANAPARTHI SHARATHBABU,Independent,69,1,70,0.04,Vemuru (SC)
2363,89,KOLAKALURI VIJAY PAUL,Independent,39,0,39,0.02,Vemuru (SC)
2364,89,GADDE VIJAYALAKSHMI,Independent,76,1,77,0.04,Vemuru (SC)
2365,89,NAIDU NIKHIL KRISHNA,Independent,144,2,146,0.08,Vemuru (SC)
2366,89,BODIYYA CHEBROLU,Independent,160,2,162,0.09,Vemuru (SC)
2367,89,NOTA,None of the Above,1747,16,1763,1.02,Vemuru (SC)
2368,122,KURUGONDLA RAMAKRISHNA,Telugu Desam,102716,1682,104398,52.31,Venkatagiri
2369,122,NEDURUMALLI RAM KUMAR REDDY,Yuvajana Sramika Rythu Congress Party,87262,842,88104,44.15,Venkatagiri
2370,122,PERALA JAYACHANDRA,Bahujan Samaj Party,720,9,729,0.37,Venkatagiri
2371,122,PANTA SRINIVASULU REDDY,Indian National Congress,1918,17,1935,0.97,Venkatagiri
2372,122,S. NAGARAJU,Neethi Nijayithi Party,201,1,202,0.1,Venkatagiri
2373,122,MUPPALLA SREERAMARAJU,Jai Bharat National Party,107,0,107,0.05,Venkatagiri
2374,122,CH. SIVAKRISHNA,Bharatha Chaitanya Yuvajana Party,186,1,187,0.09,Venkatagiri
2375,122,SHAIK SHAFI,Radical Party of India (Ambedkarist),223,3,226,0.11,Venkatagiri
2376,122,ARMUGON. V,Independent,161,0,161,0.08,Venkatagiri
2377,122,CH. VENKATACHALAPATHI,Independent,479,0,479,0.24,Venkatagiri
2378,122,NOTA,None of the Above,3018,19,3037,1.52,Venkatagiri
2379,80,INAPANURI RAJENDRA PRASAD,Bahujan Samaj Party,1937,5,1942,0.95,Vijayawada Central
2380,80,CHIGURUPATI BABU RAO,Communist Party of India (Marxist),4741,146,4887,2.39,Vijayawada Central
2381,80,BONDA UMAMAHESWARARAO,Telugu Desam,128376,1658,130034,63.52,Vijayawada Central
2382,80,VELAMPALLI SRINIVASA RAO,Yuvajana Sramika Rythu Congress Party,60274,874,61148,29.87,Vijayawada Central
2383,80,GOLLAPALLI SREE PHANI RAJ,Andhra Rastra Praja Samithi,3573,28,3601,1.76,Vijayawada Central
2384,80,THRINADHA SWAMY BUNGA,Pyramid Party of India,128,0,128,0.06,Vijayawada Central
2385,80,PRASANTH KUMAR MALAPOLU,Navarang Congress Party,56,0,56,0.03,Vijayawada Central
2386,80,K SIVA SANKAR,Jatiya Jana Sena Party,48,1,49,0.02,Vijayawada Central
2387,80,SRIDHARA DAKSHINA MURTHY,Jai Bharat National Party,74,1,75,0.04,Vijayawada Central
2388,80,L. HIMAVADVATHI,Socialist Unity Centre Of India (COMMUNIST),46,1,47,0.02,Vijayawada Central
2389,80,KONIJETI ADINARAYANA,Independent,37,0,37,0.02,Vijayawada Central
2390,80,CHANDRASEKHAR PEDAPATI,Independent,57,1,58,0.03,Vijayawada Central
2391,80,V. JAYA POORNACHANDRA RAO,Independent,95,2,97,0.05,Vijayawada Central
2392,80,DASARI NAGARAJU,Independent,96,2,98,0.05,Vijayawada Central
2393,80,DUGGISETTI SUBHASHINI,Independent,113,2,115,0.06,Vijayawada Central
2394,80,BOPPANA GANDHI,Independent,306,0,306,0.15,Vijayawada Central
2395,80,BHARTHEPUDI VENKATA SAI LAKSHMI GANESH,Independent,263,0,263,0.13,Vijayawada Central
2396,80,MANNAM. RAJA SEKHAR (RAJA),Independent,171,1,172,0.08,Vijayawada Central
2397,80,RAMALINGESWARA RAO JONNAVITTULA,Independent,492,7,499,0.24,Vijayawada Central
2398,80,VANTIKOMMU BHOOPAL REDDY,Independent,154,0,154,0.08,Vijayawada Central
2399,80,NOTA,None of the Above,914,37,951,0.46,Vijayawada Central
2400,81,AVINASH DEVINENI,Yuvajana Sramika Rythu Congress Party,68197,1004,69201,35.32,Vijayawada East
2401,81,KANAPARTHI MURALI,Bahujan Samaj Party,1070,2,1072,0.55,Vijayawada East
2402,81,GADDE RAMA MOHAN,Telugu Desam,116950,1891,118841,60.66,Vijayawada East
2403,81,PONUGUPATI NANCHARAIAH,Indian National Congress,2210,34,2244,1.15,Vijayawada East
2404,81,ANIL KUMAR JALDI,Navarang Congress Party,83,4,87,0.04,Vijayawada East
2405,81,GOTLURI. S. NAGA LAKSHMI,Pyramid Party of India,94,0,94,0.05,Vijayawada East
2406,81,JETTI VASUNDHARA,Jatiya Jana Sena Party,80,0,80,0.04,Vijayawada East
2407,81,DASHARATH KUNAPAREDDY,All India Jaihind Party,2739,26,2765,1.41,Vijayawada East
2408,81,MURALI KRISHNA NAIDU Y,Jai Bharat National Party,53,1,54,0.03,Vijayawada East
2409,81,MENDEM VIJAYA SEKHAR,Jaibhim Rao Bharat Party,42,3,45,0.02,Vijayawada East
2410,81,VINAY KUMAR THAMBI YEMMILA,Telugu Rajadhikara Samiti Party,49,2,51,0.03,Vijayawada East
2411,81,VENKATA REDDY GANGI REDDY,Studentz United For Nation Party,66,0,66,0.03,Vijayawada East
2412,81,AVINASH SIDDELA,Independent,50,1,51,0.03,Vijayawada East
2413,81,BHARGAV MEDABALIMI,Independent,78,0,78,0.04,Vijayawada East
2414,81,RAM MOHAN RAO G,Independent,124,4,128,0.07,Vijayawada East
2415,81,NOTA,None of the Above,1027,22,1049,0.54,Vijayawada East
2416,79,ASIF SHAIK,Yuvajana Sramika Rythu Congress Party,57988,649,58637,34.12,Vijayawada West
2417,79,MADDIRALA VINOD KUMAR,Bahujan Samaj Party,958,20,978,0.57,Vijayawada West
2418,79,YALAMANCHILI SATYANARAYANA CHOWDARY (SUJANA CHOWDARY),Bharatiya Janata Party,104717,952,105669,61.49,Vijayawada West
2419,79,KONAKI VENKATESWARA RAO,Studentz United For Nation Party,241,0,241,0.14,Vijayawada West
2420,79,KOTESWARA RAO GUMMADIDALA,Communist Party of India,3654,69,3723,2.17,Vijayawada West
2421,79,KHADAR BASHA SHAIK,Marxist Communist Party of India (United),124,2,126,0.07,Vijayawada West
2422,79,TADANKI JAGADISH RAMACHANDRA RAO,Telugu Rajadhikara Samiti Party,53,2,55,0.03,Vijayawada West
2423,79,NAKKALA SAI BABU,Navarang Congress Party,186,3,189,0.11,Vijayawada West
2424,79,PARASA SURESH KUMAR,Jaibhim Rao Bharat Party,164,4,168,0.1,Vijayawada West
2425,79,POTHINA VENKATA RAMARAO,Jai Bharat National Party,294,4,298,0.17,Vijayawada West
2426,79,MOHANA DURGA PRASAD TADEPALLI,Pyramid Party of India,88,0,88,0.05,Vijayawada West
2427,79,RAMANA PRASAD KOTHAMASU,Samajwadi Party,39,0,39,0.02,Vijayawada West
2428,79,SHAIK KHAJA VALI,Indian Union Muslim League,139,2,141,0.08,Vijayawada West
2429,79,VIDAVALAPATI VIJAYA SANKAR,Independent,105,0,105,0.06,Vijayawada West
2430,79,SEERAM NAGAMALLESWARA RAO,Independent,148,2,150,0.09,Vijayawada West
2431,79,NOTA,None of the Above,1204,32,1236,0.72,Vijayawada West
2432,99,GONUGUNTLA VENKATA SIVA SITA RAMA ANZANNEYLLU,Telugu Desam,129813,1625,131438,55.06,Vinukonda
2433,99,CHENNA SRINIVASA RAO,Indian National Congress,1890,12,1902,0.8,Vinukonda
2434,99,BOLLA BRAHMA NAIDU,Yuvajana Sramika Rythu Congress Party,100130,1041,101171,42.38,Vinukonda
2435,99,MASIPOGU YESOBU,Bahujan Samaj Party,1239,4,1243,0.52,Vinukonda
2436,99,KUKATLAPALLI PRASAD,Jaathia Chethi Vruthula Ikya Vedika Party,126,0,126,0.05,Vinukonda
2437,99,RAMANA GADDAM,Pyramid Party of India,226,0,226,0.09,Vinukonda
2438,99,CHIRANJEEVI NAIK,Jai Bharat National Party,65,3,68,0.03,Vinukonda
2439,99,USTALA CHINA KASAIAH,Independent,31,0,31,0.01,Vinukonda
2440,99,BATCHU VENKATA RAVI KUMAR,Independent,43,1,44,0.02,Vinukonda
2441,99,BOLLA VEERANJANEYULU,Independent,42,0,42,0.02,Vinukonda
2442,99,MOLAKA SEETARAM,Independent,57,2,59,0.02,Vinukonda
2443,99,SRINIVASA RAO NARALASETTY,Independent,334,1,335,0.14,Vinukonda
2444,99,SRINIVASARAO JADDA,Independent,138,3,141,0.06,Vinukonda
2445,99,SHAIK BAJI,Independent,176,1,177,0.07,Vinukonda
2446,99,NOTA,None of the Above,1685,9,1694,0.71,Vinukonda
2447,21,GUTHULA SRINIVAS RAO,Indian National Congress,3379,51,3430,1.69,Visakhapatnam East
2448,21,JOSEPH PETER,Bahujan Samaj Party,483,11,494,0.24,Visakhapatnam East
2449,21,RAMAKRISHNA BABU VELAGAPUDI,Telugu Desam,129690,2357,132047,64.89,Visakhapatnam East
2450,21,M V V SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,60061,1109,61170,30.06,Visakhapatnam East
2451,21,ADAPAKA DALI RAJU,Naba Bharata Nirmana Seva Party,242,4,246,0.12,Visakhapatnam East
2452,21,DR.GANAPATHI. KONGARAPU,Republican Party of India (A),161,1,162,0.08,Visakhapatnam East
2453,21,THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,152,3,155,0.08,Visakhapatnam East
2454,21,YEDLA VENUGOPALA KRISHNA (SUMAN),Bharatha Chaitanya Yuvajana Party,90,2,92,0.05,Visakhapatnam East
2455,21,E. HYMAVATHI,Pyramid Party of India,85,1,86,0.04,Visakhapatnam East
2456,21,ANAGANI SHIVA RAMAKRISHNA,Independent,148,3,151,0.07,Visakhapatnam East
2457,21,ADADA RAMANI,Independent,130,1,131,0.06,Visakhapatnam East
2458,21,UMMIDI. BHASKAR RAO,Independent,150,0,150,0.07,Visakhapatnam East
2459,21,BARLA APPALA PADMAKAR YADAV,Independent,164,0,164,0.08,Visakhapatnam East
2460,21,VADDI SIRISHA,Independent,3487,21,3508,1.72,Visakhapatnam East
2461,21,NOTA,None of the Above,1495,13,1508,0.74,Visakhapatnam East
2462,23,KANNAPARAJU KAMMILA (K.K. RAJU),Yuvajana Sramika Rythu Congress Party,60146,1121,61267,32.55,Visakhapatnam North
2463,23,PEDDADA KANAKAMAHALAKSHMI,Bahujan Samaj Party,924,14,938,0.5,Visakhapatnam North
2464,23,LAKKARAJU RAMA RAO,Indian National Congress,4174,78,4252,2.26,Visakhapatnam North
2465,23,VISHNU KUMAR RAJU PENMETSA,Bharatiya Janata Party,107128,1673,108801,57.81,Visakhapatnam North
2466,23,GUMPULA SARAT BABU,Samajwadi Party,394,1,395,0.21,Visakhapatnam North
2467,23,CHINTADA SURYAMU,Naba Bharata Nirmana Seva Party,231,0,231,0.12,Visakhapatnam North
2468,23,P. JAGADEESH,Jatiya Jana Sena Party,80,7,87,0.05,Visakhapatnam North
2469,23,LAKSHMI NARAYANA V.V. (J D LAKSHMI NARAYANA),Jai Bharat National Party,4960,200,5160,2.74,Visakhapatnam North
2470,23,KONETI ESWARA VEERA BHADRACHARI,Independent,77,0,77,0.04,Visakhapatnam North
2471,23,CHAPPA RAMUNAIDU,Independent,81,4,85,0.05,Visakhapatnam North
2472,23,BODDU SRINIVAS,Independent,102,2,104,0.06,Visakhapatnam North
2473,23,BORRA RAMESH,Independent,81,0,81,0.04,Visakhapatnam North
2474,23,YALAMANCHILI SAHITHI,Independent,112,1,113,0.06,Visakhapatnam North
2475,23,RONANKI CHALAPATHI RAO,Independent,176,0,176,0.09,Visakhapatnam North
2476,23,VADDI SIRISHA,Independent,5222,89,5311,2.82,Visakhapatnam North
2477,23,NOTA,None of the Above,1108,22,1130,0.6,Visakhapatnam North
2478,22,KADIRI RAMU,Bahujan Samaj Party,924,8,932,0.67,Visakhapatnam South
2479,22,GANESH KUMAR VASUPALLI,Yuvajana Sramika Rythu Congress Party,32730,544,33274,23.88,Visakhapatnam South
2480,22,VASUPALLI SANTOSH KUMAR,Indian National Congress,3879,61,3940,2.83,Visakhapatnam South
2481,22,GUNTU .DURGA PRASAD,Bhartiya Rashtriya Dal,212,2,214,0.15,Visakhapatnam South
2482,22,BURA SRINIVASU RAO,Praja Prasthanam Party,108,0,108,0.08,Visakhapatnam South
2483,22,YERRAMSETTY SURESH KUMAR,Jai Bharat National Party,374,8,382,0.27,Visakhapatnam South
2484,22,RAVADA TATA RAO,Naba Bharata Nirmana Seva Party,232,0,232,0.17,Visakhapatnam South
2485,22,VAMSI KIRTHI KUMAR BUDDHAVARAPU,Jatiya Jana Sena Party,548,3,551,0.4,Visakhapatnam South
2486,22,CH.VAMSI KRISHNA SRINIVAS,Janasena Party,96586,1282,97868,70.24,Visakhapatnam South
2487,22,K. SRIDEVI,Jai Maha Bharath Party,118,0,118,0.08,Visakhapatnam South
2488,22,SURADA YELLAJI,Samajwadi Party,99,0,99,0.07,Visakhapatnam South
2489,22,KADAGALA ESWARARAO,Independent,66,0,66,0.05,Visakhapatnam South
2490,22,KILLAPARTHI MANGARATNAM,Independent,316,1,317,0.23,Visakhapatnam South
2491,22,DOLA JAGADESH,Independent,130,1,131,0.09,Visakhapatnam South
2492,22,THARAKARAM LAGISETTI.,Independent,194,0,194,0.14,Visakhapatnam South
2493,22,J.BIPIN KUMAR JAIN,Independent,271,0,271,0.19,Visakhapatnam South
2494,22,NOTA,None of the Above,614,17,631,0.45,Visakhapatnam South
2495,24,ATHUKUMSETTI RAMA CHANDRA RAO,Bahujan Samaj Party,1152,5,1157,0.77,Visakhapatnam West
2496,24,ADARI ANAND KUMAR,Yuvajana Sramika Rythu Congress Party,54998,623,55621,36.83,Visakhapatnam West
2497,24,P.G.V.R.NAIDU(GANABABU),Telugu Desam,89706,1099,90805,60.13,Visakhapatnam West
2498,24,ATHILI VIMALA,Communist Party of India,981,18,999,0.66,Visakhapatnam West
2499,24,BOTTA KOTESWARA RAO,Bharatha Chaitanya Yuvajana Party,137,0,137,0.09,Visakhapatnam West
2500,24,MANDAPATI SRINIVAS RAJU,Jatiya Jana Sena Party,159,6,165,0.11,Visakhapatnam West
2501,24,RAVI KUMAR VELAGADA,Samajwadi Party,69,0,69,0.05,Visakhapatnam West
2502,24,VENKATA GANESH JAGGUMANTRI,Jai Bharat National Party,414,9,423,0.28,Visakhapatnam West
2503,24,KOYELADA JAGADEESH,Independent,111,1,112,0.07,Visakhapatnam West
2504,24,JAMI PARVATHI,Independent,155,0,155,0.1,Visakhapatnam West
2505,24,PEDIREDLA NANAJI,Independent,71,2,73,0.05,Visakhapatnam West
2506,24,VINJAMURI KIRAN KUMAR,Independent,134,1,135,0.09,Visakhapatnam West
2507,24,HANUMANTHU SIVA CHANUKYA DORA,Independent,155,0,155,0.1,Visakhapatnam West
2508,24,NOTA,None of the Above,986,16,1002,0.66,Visakhapatnam West
2509,18,ADITI VIJAYALAKSHMI GAJAPATHI RAJU PUSAPATI,Telugu Desam,117808,3433,121241,64.21,Vizianagaram
2510,18,ARJI SIVAPRASAD,Bahujan Samaj Party,749,10,759,0.4,Vizianagaram
2511,18,KOLAGATLA VEERABHADRA SWAMY,Yuvajana Sramika Rythu Congress Party,59350,1282,60632,32.11,Vizianagaram
2512,18,SATISH KUMAR SUNKARI,Indian National Congress,1488,39,1527,0.81,Vizianagaram
2513,18,KARUNAKAR PENUMATSA,Samajwadi Party,148,5,153,0.08,Vizianagaram
2514,18,KALLA SURI BABU,Jatiya Jana Sena Party,42,3,45,0.02,Vizianagaram
2515,18,MB. GURUNADHA. SHARMA,Yuga Thulasi Party,97,1,98,0.05,Vizianagaram
2516,18,CHINTAPALLI. DURGARAO,Jaibhim Rao Bharat Party,86,0,86,0.05,Vizianagaram
2517,18,POLIPALLI KIRAN KUMAR,Akhil Bharatiya Jan Sangh,69,0,69,0.04,Vizianagaram
2518,18,GEETHA MEESALA,Independent,1961,93,2054,1.09,Vizianagaram
2519,18,DUDDU VENKATA RAMANA,Independent,54,1,55,0.03,Vizianagaram
2520,18,PADALA ADINARAYANA,Independent,68,0,68,0.04,Vizianagaram
2521,18,PANDRINKI VENKATA RAMANA,Independent,102,0,102,0.05,Vizianagaram
2522,18,BHASKARA RAO CHINTAPALI,Independent,363,0,363,0.19,Vizianagaram
2523,18,SURESH KANDIVALASA,Independent,189,1,190,0.1,Vizianagaram
2524,18,NOTA,None of the Above,1341,24,1365,0.72,Vizianagaram
2525,32,ANANTHA RAMA NARASINGARAO THANAKALA,Indian National Congress,1779,43,1822,1.02,Yelamanchili
2526,32,UPPALAPATI VENKATA RAMANAMURTHY RAJU,Yuvajana Sramika Rythu Congress Party,59813,674,60487,33.71,Yelamanchili
2527,32,LAMBA SRINUVASA RAO,Bahujan Samaj Party,1408,6,1414,0.79,Yelamanchili
2528,32,B. AMMAJAMMA,Pyramid Party of India,349,3,352,0.2,Yelamanchili
2529,32,ARJUN KUMAR SUNDARAPU,Navarang Congress Party,1250,2,1252,0.7,Yelamanchili
2530,32,DADI PURNA CHANDRA RAO,Jai Bharat National Party,479,11,490,0.27,Yelamanchili
2531,32,BOJA NAGESWARA RAO,Reforms Party of India,629,4,633,0.35,Yelamanchili
2532,32,SUNDARAPU VIJAY KUMAR,Janasena Party,108080,1363,109443,61.0,Yelamanchili
2533,32,PRAGADA ANNAPURNA,Independent,449,1,450,0.25,Yelamanchili
2534,32,MOLLETI RAMESH,Independent,675,0,675,0.38,Yelamanchili
2535,32,NOTA,None of the Above,2400,9,2409,1.34,Yelamanchili
2536,144,M.KHASIM VALI,Indian National Congress,7748,83,7831,3.86,Yemmiganur
2537,144,B. JAYANAGESWARA REDDY,Telugu Desam,101212,1877,103089,50.76,Yemmiganur
2538,144,BUTTA RENUKA,Yuvajana Sramika Rythu Congress Party,86396,856,87252,42.96,Yemmiganur
2539,144,K. RAGHAVENDRA,Bahujan Samaj Party,884,9,893,0.44,Yemmiganur
2540,144,K.NAGARJUNA AREDDY,Jatiya Jana Sena Party,181,3,184,0.09,Yemmiganur
2541,144,GAVVALA NARAYANA,Independent,248,2,250,0.12,Yemmiganur
2542,144,GOLLA EERANNA,Independent,134,1,135,0.07,Yemmiganur
2543,144,JAGANNATHA ERANNA,Independent,225,0,225,0.11,Yemmiganur
2544,144,RAJASEKHAR . MITTI,Independent,388,0,388,0.19,Yemmiganur
2545,144,VIJAYA LAKSHMI. P,Independent,461,1,462,0.23,Yemmiganur
2546,144,NOTA,None of the Above,2357,23,2380,1.17,Yemmiganur
2547,102,AJITHA RAO BUDALA,Indian National Congress,2166,26,2192,1.18,Yerragondapalem (SC)
2548,102,ERIXION BABU GUDURI,Telugu Desam,85487,1054,86541,46.6,Yerragondapalem (SC)
2549,102,KOTA PITCHAIAH,Bahujan Samaj Party,1327,3,1330,0.72,Yerragondapalem (SC)
